Câu hỏi,LOẠI,DATASET
Ai là Albert Einstein ?,HUM.desc,TRAIN
Bạn có thể nói cho tôi biết điều gì Bác Hồ ?,HUM.desc,TRAIN
Hoàng Hoa Thám là ai ?,HUM.desc,TRAIN
Ai là Picasso ?,HUM.desc,TRAIN
Ai là Maria Teresa ?,HUM.desc,TRAIN
Công ty nào đã đứng thầu xây dựng toà nhà Landmark 81 ở Việt Nam ?,HUM.group,TRAIN
Công ty đi đầu về ứng dụng trí tuệ nhân tạo ?,HUM.group,TRAIN
Đội bóng nào có cầu thủ được trả lương cao nhất thế giới ?,HUM.group,TRAIN
Tập đoàn sản xuất xe ôto điện lớn nhất ở Việt Nam ?,HUM.group,TRAIN
Trường đại học hàng đầu về Công Nghệ Thông Tin ở Thành Phố Hồ Chí Minh ?,HUM.group,TRAIN
Cơ quan nào xử lý các vụ buôn lậu xuyên quốc gia ở Việt Nam ?,HUM.group,TRAIN
Bộ phận nào chịu trách nhiệm quản lý tài chính của công ty ?,HUM.group,TRAIN
"Công ty được Steven job đồng sáng lập, điều hành ?",HUM.group,TRAIN
Bộ phận quản lý an ning mạng của Hoa Kỳ ?,HUM.group,TRAIN
Ai là người sáng chế ra bóng đèn huỳnh quang ?,HUM.ind,TRAIN
Ai đã viết ra Truyện Kiều ?,HUM.ind,TRAIN
Tên thật của Bác Hồ ?,HUM.ind,TRAIN
Ai đã sáng lập ra công ty ADIDAS ?,HUM.ind,TRAIN
Ai là Mr.Beast ?,HUM.ind,TRAIN
Ai đã đưa ra thuyết tương đối ?,HUM.ind,TRAIN
Người sáng chế ra nước cocacola ?,HUM.ind,TRAIN
Tổng thống đầu tiên của nước Mỹ ?,HUM.ind,TRAIN
Đỉnh núi cao nhất ở Việt Nam ?,LOC,TRAIN
Khu vực xuất khẩu nhiều gạo nhất Việt Nam ?,LOC,TRAIN
Vùng trồng nhiều cà phê nhất ở Việt Nam ?,LOC,TRAIN
Nơi có dân tộc mường sinh sống ?,LOC,TRAIN
Nơi xây dựng Landmark 81 ?,LOC,TRAIN
Khu vực đông dân nhất ở miền Nam Việt Nam ?,LOC,TRAIN
Quận có giá đất đắt nhất ở Thành Phố Hồ Chí Minh ?,LOC,TRAIN
Khu vực có tuyết rơi ở Việt Nam ?,LOC,TRAIN
Lục địa nào có sa mạc lớn nhất thế giới ?,LOC,TRAIN
Thành phố nào ở Việt Nam đã từng là kinh đô thời nhà Nguyễn ?,LOC.city,TRAIN
Thủ đô nước Đức ?,LOC.city,TRAIN
2 Thành phố đã bị thả bom nguyên tử ở Nhật Bản là ?,LOC.city,TRAIN
Nơi được coi là trung tâm kinh tế tài chính lớn nhất thế giới ?,LOC.city,TRAIN
Thành phố phát triển nhất về du lịch ở Việt Nam ?,LOC.city,TRAIN
Thành phố xa hoa nhất trên thế giới là thành phố nào ?,LOC.city,TRAIN
Thành phố nào mà toà nhà smart house của Steven Jobs được xây dựng ?,LOC.city,TRAIN
Thành phố bất ổn nhất trên thế giới ?,LOC.city,TRAIN
Thành phố cổ nhất thế giới là thành phố nào ?,LOC.city,TRAIN
Đất nước nào đang dẫn đầu về tỉ lệ lạm phát ?,LOC.country,TRAIN
Đất nước tổ chức Worldcup 2022 ?,LOC.country,TRAIN
Đất nước nào có biên giới bờ biển dài nhất thế giới ?,LOC.country,TRAIN
Đất nước có diện tích đất liền lớn nhất thế giới ?,LOC.country,TRAIN
Đất nước nào được coi là thiên đường du học ?,LOC.country,TRAIN
Đất nước nào đi đầu về khám phá vũ trụ ?,LOC.country,TRAIN
Tên của đất nước phát triển bậc nhất về y tế ?,LOC.country,TRAIN
Nước nào là khơi mào chiến tranh thế giới thứ 2 ?,LOC.country,TRAIN
Nước nào được nhiều lợi nhất sau chiến tranh thế giới thứ 1 ?,LOC.country,TRAIN
Có bao nhiêu hành tinh trong hệ mặt trời ?,NUM,TRAIN
Có bao nhiêu nước có đường bờ biển nối với biển đông ?,NUM,TRAIN
ASIAN có bao nhiêu nước thành viên ?,NUM,TRAIN
Thời gian hiệu lực tối đa của CMND 9 số là bao nhiêu năm ?,NUM,TRAIN
Có bao nhiêu đập thuỷ điện ở Việt Nam ?,NUM,TRAIN
Việt Nam đã qua bao nhiêu triều đại ?,NUM,TRAIN
Kỷ lục thế giới về hít đất là bao nhiêu cái ?,NUM,TRAIN
Số tiền của người giàu nhất thế giới là bao nhiêu ?,NUM,TRAIN
Tháp effiel cao bao nhiêu ?,NUM,TRAIN
Ngày quốc khánh của Việt Nam ?,NUM.date,TRAIN
Ngày kết thúc cuộc chiến tranh thế giới thứ 2 ?,NUM.date,TRAIN
Ngày ký hiệp định Giơ-ne-vơ ?,NUM.date,TRAIN
Ngày thành lập đảng cộng sản Việt Nam ?,NUM.date,TRAIN
Ngày đánh dấu bước ngoặc chiến tranh thế giới thứ 2 ?,NUM.date,TRAIN
Ngày Liên Xô tan rã là ngày nào ?,NUM.date,TRAIN
Ngày mất của đại tướng Võ Nguyên Giáp ?,NUM.date,TRAIN
Ngày Bác Hồ đọc bản tuyên ngôn độc lập là ngày nào ?,NUM.date,TRAIN
Con gái có mọc râu hay không ?,SELECT,TRAIN
Ngày mai trời có mưa hay không ?,SELECT,TRAIN
Bạn có cảm thấy mát mẻ không ?,SELECT,TRAIN
Gốc cây hoa hồng có thể phát triển thành cây hoa hồng không ?,SELECT,TRAIN
Bạo lực học đường có xảy ra ở các trường ở Việt Nam không ?,SELECT,TRAIN
Hiện tượng nóng lên toàn cầu có suy giảm chút nào kể từ khi phát hiện không ?,SELECT,TRAIN
Covid 19 có thật sự là bệnh tự nhiên không ?,SELECT,TRAIN
Quần jean có thể khử mùi bằng các bỏ vào tủ lạnh không ?,SELECT,TRAIN
Tập gym có thể giúp tăng cân không ?,SELECT,TRAIN
“MC” người dẫn chương trình đầy đủ là gì?,ABBR.abb,TRAIN
“AV”(nghe nhìn) đầy đủ là gì?,ABBR.abb,TRAIN
Nghĩa đầy đủ “PS” là gì?,ABBR.abb,TRAIN
“EX” Tiếng Anh đầy đủ là gì?,ABBR.abb,TRAIN
“VAT” thuế giá trị gia tăng viết tắt của từ nào?,ABBR.abb,TRAIN
“a.m” đầy đủ là gì?,ABBR.abb,TRAIN
“IQ” là viết tắt của từ nào?,ABBR.abb,TRAIN
Tên đầy đủ của “LCD” là gì?,ABBR.abb,TRAIN
Tên Tiếng Anh đầy đủ của “NLP” là gì?,ABBR.exp,TRAIN
Dạng đầy đủ của “I Don’t ”?,ABBR.exp,TRAIN
"Từ đầy đủ của “TS. ”, “ThS. ” là gì?",ABBR.exp,TRAIN
“DNS” gồm đầy đủ là thuật ngữ gì?,ABBR.exp,TRAIN
Giao thức “SMTP” là viết tắt của từ gì?,ABBR.exp,TRAIN
“CGI” thuật ngữ đầy đủ là gì?,ABBR.exp,TRAIN
“SYN” quá trình thực hiện gì?,ABBR.exp,TRAIN
“IIS” chương trình WebSever nổi tiếng của Microsoft có tên đầy đủ?,ABBR.exp,TRAIN
Hàm số là gì?,DESC.def,TRAIN
Học máy là gì?,DESC.def,TRAIN
Khái niệm của xử lý ngôn ngữ tự nhiên?,DESC.def,TRAIN
Vắc-xin và khái niệm của nó?,DESC.def,TRAIN
Thuật ngữ Covid-19 được định nghĩa như thế nào?,DESC.def,TRAIN
“SEA GAMES” là sự kiện gì ở Đông Nam Á?,DESC.def,TRAIN
Giải bóng đá vô địch thế giới có khái niệm Tiếng Anh là gì?,DESC.def,TRAIN
Văn hóa “WIBU” được định nghĩa ra sao?,DESC.def,TRAIN
Vẻ ngoài của chiếc Lamborghini như thế nào?,DESC.desc,TRAIN
Ngoại hình laptop DELL inspiron 15 7000 gaming như thế nào?,DESC.desc,TRAIN
Thông số máy của xe điện vinfast klara?,DESC.desc,TRAIN
Cấu tạo tế bào của vi khuẩn HP?,DESC.desc,TRAIN
Thông số kỉ thuật máy tiện cơ khí dạng đứng?,DESC.desc,TRAIN
Cấu hình điện thoại gaming ROG PHONE 5?,DESC.desc,TRAIN
Ngoại trang ẩn thân của lính bộ đội Việt Nam như thế nào?,DESC.desc,TRAIN
Hình dạng mô hình xe Ferrari?,DESC.desc,TRAIN
Cách thức hoạt động của máy tính cầm tay?,DESC.reason,TRAIN
Nguyên lí hoạt động của máy bay phản lực?,DESC.reason,TRAIN
Cách thức quản lí chuổi của hàng tiện lợi?,DESC.reason,TRAIN
Cách thức quản lí kinh doanh của doanh nghiệp?,DESC.reason,TRAIN
Nguyên lí của động cơ đốt trong?,DESC.reason,TRAIN
Các bước để truy cập mạng internet?,DESC.reason,TRAIN
Các bước bảo mật cơ sở dữ liệu?,DESC.reason,TRAIN
Tại sao gà nhà lại không biết bay?,ENTY,TRAIN
Động vật có vú lớn nhất hành tinh là loài nào?,ENTY,TRAIN
Thành phần dinh dưỡng của thịt dê?,ENTY,TRAIN
Tình trạng lạm phát tiền tệ ở việt nam?,ENTY,TRAIN
Tại sao chó có thể nhìn thấy mọi vật vào ban đêm?,ENTY,TRAIN
Môn thể thao nào là môn thể thao vua?,ENTY,TRAIN
Tại sao rễ cây họ đậu lại mọc thành củ?,ENTY,TRAIN
Màu gì hấp thụ ánh sáng mặt trời tốt nhất?,ENTY,TRAIN
Tôn giáo nào có nhiều người theo nhất trên thế giới?,ENTY,TRAIN
Phương tiện di chuyển vượt đại dương với khối lượng lớn gọi là gì?,ENTY,TRAIN
Ngoại hình nữ diễn viên Vân Trang?,HUM.desc,TRAIN
Môi người Châu Mĩ tại sao đa số lại dày?,HUM.desc,TRAIN
Mũi của chủng người nào là cao nhất?,HUM.desc,TRAIN
Chủng người nào có trí thông minh nhất trên thế giới?,HUM.desc,TRAIN
Người đàn ông quyến rũ nhất thế giới 2009 có đôi mắt màu gì?,HUM.desc,TRAIN
Diễn viên hollywood nữ nào có chiều cao cao nhất trong số các diễn viên?,HUM.desc,TRAIN
Ngoại hình thổ dân dân đỏ?,HUM.desc,TRAIN
Người giàu nhất trên thế giới da màu gì?,HUM.desc,TRAIN
Hình dáng bộ tộc sống trong rừng amazon?,HUM.desc,TRAIN
Tố chức đánh thuê nào nguy hiểm nhất Nam Mĩ?,HUM.group,TRAIN
Côn đồ có tổ chức ở Triết Giang có khoảng bao nhiêu thành viên?,HUM.group,TRAIN
Hội Tam Hoàng của Trung Quốc có thật sự đáng nguy hiểm?,HUM.group,TRAIN
Ninja Nhật Bản là những hội nhóm có tổ chức?,HUM.group,TRAIN
Băng đảng nào hoạt động kinh doanh trái phép ở Tam Giác Vàng?,HUM.group,TRAIN
Băng đảng xã hôi đen nào nức tiếng Sài Gòn trước năm 1975?,HUM.group,TRAIN
Giang hồ Việt Nam có hoạt động theo tổ chức hay không?,HUM.group,TRAIN
Nhà bác học nào đã sáng chế ra đèn điện?,HUM.ind,TRAIN
Nhà khoa học nào đã chế tạo thành công máy bay phản lực?,HUM.ind,TRAIN
Nhà quân sự học nào của Việt Nam lừng lẫy năm châu?,HUM.ind,TRAIN
Trận đánh chiến thắng vang dội chống quân Mông Nguyên do ai làm thủ lĩnh?,HUM.ind,TRAIN
Vị tướng nào trên thế giới từng đánh bại 2 đại tướng khác trong cuộc chiến bảo vệ hòa bình trên lãnh thổ nước nhà?,HUM.ind,TRAIN
Nữ diễn viên nữ nào quyến rũ nhất hành tinh?,HUM.ind,TRAIN
Ai được mệnh danh là cha đẻ của máy ATM hiện đại?,HUM.ind,TRAIN
Tử Cấm Thành của Bắc Kinh do người Việt Nam nào thiết kế?,HUM.ind,TRAIN
Thành Cổ Loa được xây dựng trên thời kì của vị vua nào trị vì?,HUM.ind,TRAIN
Vùng biển nào có nhiều bí ẩn trên thế giới?,LOC,TRAIN
Ngôi nhà ma ánh kinh hoàng nhất lịch sử loại người?,LOC,TRAIN
Thiên đường sống trên Trái Đất nằm ở đảo nào?,LOC,TRAIN
Địa điểm được tham quan du lịch nhiều nhất ở Việt Nam?,LOC,TRAIN
Nơi nào là nơi đáng sống nhất ở đất nước hình chữ S?,LOC,TRAIN
Giá đất và nhà ở nơi nào là đắc đỏ nhất thế giới?,LOC,TRAIN
Vị trí chiến lược của cảng nào khiến quân sự cả thế giới trầm trồ ngưỡng mộ?,LOC,TRAIN
Địa điểm nào kiến trúc hạ tầng phát triển vượt bậc trên thế giới?,LOC,TRAIN
Vị trí nào của khúc sông có nguồn nước sạch nhất?,LOC,TRAIN
Thành phố nào giàu nhất trên thế giới?,LOC.city,TRAIN
Thành phố nào đáng sống nhất Châu Mĩ?,LOC.city,TRAIN
Thành phố có nhiều đảo nhất Philippines?,LOC.city,TRAIN
Phố đèn đỏ có ở những thành phố nào của nước Nhật Bản?,LOC.city,TRAIN
Thành phố có dòng sông chạy qua chiếm phần lớn diện tích?,LOC.city,TRAIN
Mệnh danh thành phố đêm không ngủ thuộc về thành phố nào?,LOC.city,TRAIN
Thiên đường sống ở Việt Nam thuộc về Thành Phố nào?,LOC.city,TRAIN
Thành phố nào có nhiều tỷ phú nhất?,LOC.city,TRAIN
"Thành phố nào sạch,đẹp,văn minh nhất thế giới?",LOC.city,TRAIN
Quốc gia nào yên bình nhất Việt Nam?,LOC.country,TRAIN
Quốc gia nào có dân số đông nhất thế giới?,LOC.country,TRAIN
Nơi hạnh phúc nhất trên thế giới thuộc về quốc gia nào?,LOC.country,TRAIN
Quốc gia nào thu hút được nhiều GDP nhất trên thế giới?,LOC.country,TRAIN
Mỹ có gì khác so với Việt Nam?,LOC.country,TRAIN
Quốc gia nào trồng nhiều cao su nhất thế giới?,LOC.country,TRAIN
Quốc gia nào ở Đông Nam Á trồng nhiều lúa nước nhất?,LOC.country,TRAIN
Quốc gia nào có nhiều dân tộc thiểu số nhất?,LOC.country,TRAIN
Thành viên ASEAN có bao nhiêu quốc gia tham gia?,NUM,TRAIN
Số người thiệt mạng trong thế chiến thế 2?,NUM,TRAIN
Việt Nam có bao nhiêu tỉnh thành và thành phố?,NUM,TRAIN
Chỉ số GDP của Việt Nam nắm 2021?,NUM,TRAIN
Đà Nẵng có bao nhiêu khu du lịch?,NUM,TRAIN
Ngày thành lập Đảng Cộng Sản Việt Nam là ngày mấy?,NUM.date,TRAIN
Ngày thành lập Thủ Đô Hà Nội?,NUM.date,TRAIN
Việt Nam trớ thành thành viên của Liên Hợp Quốc vào ngày nào?,NUM.date,TRAIN
Mỹ gở bỏ lệnh cấm vận đối với Việt Nam vào ngày nào?,NUM.date,TRAIN
Mặt Trăng có sự sống hay không?,SELECT,TRAIN
Sao Thủy với Sao Hỏa hành tinh nào lớn hơn?,SELECT,TRAIN
"Trong Hệ Mặt Trời, có phải Sao Thổ là nhỏ nhất hay không?",SELECT,TRAIN
Dải Ngân Hàng có phải là dãy các ngôi sao lớn hay không?,SELECT,TRAIN
Trên Sao Kim liệu có cây cối hay không?,SELECT,TRAIN
"Hiện tượng nhật thực,quyệt thực có thể xảy ra đối với góc nhìn từ Sao Mộc hay không?",SELECT,TRAIN
Không khí trên các hành tinh trong hệ mặt trời có giống không khí trên Trái Đất hay không?,SELECT,TRAIN
Liệu có người ngoài hành tinh sống trên các hành tinh khác hay không?,SELECT,TRAIN
Ở sao Hỏa liệu ánh nắng Mặt Trời có chiếu sáng hay không?,SELECT,TRAIN
"Nếu có người ngoài hành tinh, liệu họ có phải bị thầy của họ giao bài tập bắt đặt 150 câu hỏi như thế này hay không? =)))",SELECT,TRAIN
Định nghĩa của thuyết tiến hóa,DESC.def,TEST
Thế nào gọi là sự nóng lên toàn cầu,DESC.def,TEST
Thế nào gọi là xe máy,DESC.def,TEST
Con gà trông như thế nào,DESC.desc,TEST
Quả chanh chua như thế nào,DESC.desc,TEST
Con chó sủa như thế nào,DESC.desc,TEST
Con mèo kêu như thế nào,DESC.desc,TEST
Tại sao nên ăn chín uống sôi,DESC.reason,TEST
Tại sao nên đi ngủ sớm,DESC.reason,TEST
Màu đỏ là màu gì,ENTY,TEST
Diện tích sân bóng đá là bao nhiêu,ENTY,TEST
Cô ấy có hiếu không,HUM.desc,TEST
Cô ta có học giỏi không,HUM.desc,TEST
Ngoại hình cô ấy như thế nào,HUM.desc,TEST
Anh ta và cô ta quen nhau bao lâu rồi,HUM.group,TEST
Sinh viên trường tự nhiên có giỏi không,HUM.group,TEST
Bạn thích uống cafe nào,HUM.ind,TEST
Hôm nay ngày bao nhiêu,NUM.date,TEST
 Ngày ra đời của  máy đếm tiền,NUM.date,TEST
viết tắt của trung tâm kiểm soát và phòng ngừa dịch bệnh là gì?,ABBR.abb,TEST
cm là viết tắt của gì?,ABBR.exp,TEST
Nguyệt thực là gì?,DESC.def,TEST
Thuỷ triều là gì?,DESC.def,TEST
trí tuệ nhân tạo là gì,DESC.def,TEST
nghịch lý tiền định là gì?,DESC.def,TEST
hố đen vũ trụ là gì?,DESC.def,TEST
chuyện gì đã xảy ra với khủng long?,DESC.desc,TEST
nguồn gốc của động cơ hơi nước?,DESC.desc,TEST
tại sao chương trình tàu con thoi bị giải tán?,DESC.reason,TEST
nguyên nhân nội chiến Hoa Kỳ?,DESC.reason,TEST
Ngô Quyền là ai?,HUM.desc,TEST
Đội tuyển nào vô địch V-league năm 2019?,HUM.group,TEST
Công ty nào dẫn đầu về doanh thu sữa hiện nay?,HUM.group,TEST
Nước súc miệng Listerine được sản xuất bởi công ty nào?,HUM.group,TEST
Công ty xe hơi được thành lập bởi Elon Musk?,HUM.group,TEST
"Hãng thức ăn nhanh nào nổi tiếng với câu khẩu hiệu ""Vị ngon trên từng ngón tay""?",HUM.group,TEST
Ai là người phát minh ra máy hơi nước đầu tiên?,HUM.ind,TEST
"Diễn viên chính phim ""Đại gia Gatsby"" là ai?",HUM.ind,TEST
Người phát hiện ra dây tóc bóng đèn là ai?,HUM.ind,TEST
đỉnh Everest ở đâu?,LOC,TEST
thành phố có nhiều hồ nhất cả nước ở đâu?,LOC.city,TEST
làn sóng Hallyu bắt đầu ở nước nào?,LOC.country,TEST
nước nào bị ném bom nguyên tử?,LOC.country,TEST
nguồn gốc của cây cacao từ nước nào?,LOC.country,TEST
Khải Hoàn Môn ở đâu?,LOC.country,TEST
nhiệt độ cơ thể của người bình thường là bao nhiêu?,NUM,TEST
Trận chiến Waterloo xảy ra khi nào?,NUM,TEST
liên hợp quốc viết tắt là gì,ABBR.abb,TEST
tổ chức y tế thế giới viết tắt là gì,ABBR.abb,TEST
tổ chức thương mại thế giới viết tắt là gì,ABBR.abb,TEST
tên viết tắt của liên đoàn bóng đá châu á,ABBR.abb,TEST
liên đoàn bóng đá quốc tế viết tắt là gì,ABBR.abb,TEST
wb là tên viết tắt của tổ chức nào,ABBR.exp,TEST
un là viết tắt của từ gì,ABBR.exp,TEST
UNICEF la tên viết tắt của tổ chức nào,ABBR.exp,TEST
thuật toán kruskal hoạt động như thế nào,DESC.desc,TEST
con cáo kêu như thế nào,ENTY,TEST
grammy là giải thưởng về lĩnh vực gì,ENTY,TEST
trái quất có tên nào khác,ENTY,TEST
Michael Jordan là ai,HUM.desc,TEST
nhà thầu xây dựng landmark 81 là ai,HUM.group,TEST
công ty nào sản xuất chip máy tính,HUM.group,TEST
Ai là người phát minh ra dòng điện một chiều,HUM.ind,TEST
ai là người phát minh ra điện thoại,HUM.ind,TEST
trường đại học khoa học tự nhiên nằm ở đâu,LOC,TEST
vịnh vĩnh hy ở đâu,LOC,TEST
thành phố nào mang tên bác,LOC.city,TEST
thành phố sài gòn gia định đổi tên là gì,LOC.city,TEST
Thành phố lâu đời nhất Việt Nam,LOC.city,TEST
phở là đồ ăn của quốc gia nào,LOC.country,TEST
messi sinh ra ở quốc gia nào,LOC.country,TEST
hoa sen là quốc hoa của nước nào,LOC.country,TEST
sinh nhật của bác hồ là ngày bao nhiêu,NUM.date,TEST
ngày thành lập trường khoa học tự nhiên,NUM.date,TEST
ai là người đứng đầu vingroup,SELECT,TEST
tháp landmark 81 cao bao nhiêu,SELECT,TEST
dặm anh là gì,SELECT,TEST
no là viết tắt từ nào,ABBR.abb,TEST
AAA là gì trong alphabet Agencies,ABBR.abb,TEST
i.e là gì,ABBR.abb,TEST
adj có phải là phép tính ma trận,ABBR.exp,TEST
mean là gì,ABBR.exp,TEST
neuron thần kinh là gì,DESC.def,TEST
GK là vị trí nào trong bóng đá,DESC.def,TEST
sách self help là sách như thế nào,DESC.def,TEST
wikipedia là thư viện gì,DESC.def,TEST
ghế đẩu là loại ghế được thiết kế như thế nào,DESC.desc,TEST
xe winner X 2020 khác các phiên bản tiền nhiệm ở đâu,DESC.desc,TEST
Mục đích của tiến hóa là gì,DESC.reason,TEST
Mục tiêu để phát triển kinh tế là gì,DESC.reason,TEST
Lý do sự khác biệt giữa các nước với nhau,DESC.reason,TEST
đá bóng và bơi lội liên quan gì tới nhau,ENTY,TEST
hình ảnh chúa Nguyễn thời xưa được mô tả như thế nào,HUM.desc,TEST
tổ chức WHO là gì,HUM.group,TEST
tổ chức Nhà nước là gì,HUM.group,TEST
UNESCO là tổ chức nào,HUM.group,TEST
Ai là ông trùm showbiz Mỹ,HUM.ind,TEST
Đại tướng Võ Nguyên Giáp có ảnh hưởng gì trong cuộc Cách mạng VN ,HUM.ind,TEST
Jerusalem ở đâu,LOC,TEST
Thành phố nổi tiếng nhất Thái Lan nằm ở vùng nào,LOC,TEST
Chicago nằm ở đâu,LOC.city,TEST
Tokyo là thành phố của Nhật Bản hay Hàn Quốc,LOC.city,TEST
Quốc gia có tỉ lệ dân số chênh lệch cao nhất thế giới,LOC.country,TEST
Ấn Độ thuộc châu lục nào,LOC.country,TEST
Nước nào có nhiều giải Nobels nhất thế giới,LOC.country,TEST
hằng số plank có giá trị là gì,NUM,TEST
Ngày thành lập Đảng là ngày mấy,NUM.date,TEST
Ngày quốc khánh của Việt Nam là ngày mấy,NUM.date,TEST
Hệ điều hành là gì?,DESC.def,TEST
Cách chế biến các loại giấm như thế nào?,DESC.desc,TEST
Tại sao ăn chay người ta không uống sữa?,DESC.reason,TEST
Vì sao Việt Nam mưa nhiều?,DESC.reason,TEST
Tại sao bóng đèn điện sáng?,DESC.reason,TEST
"Đâu là môn ""thể thao vua""?",ENTY,TEST
Hoa lan thường có màu gì?,ENTY,TEST
Môn thể thao điện tử phổ biến nhất là gì?,ENTY,TEST
Bà Huyện Thanh Quan là ai?,HUM.desc,TEST
Trấn Thành là ai?,HUM.desc,TEST
Nguyễn Du là ai?,HUM.desc,TEST
Những ai từng lên mặt trăng?,HUM.group,TEST
Những ai sáng lập ra Facebook?,HUM.group,TEST
Ai hiện là Chủ tịch nước Cộng hoà Xã hội Chủ nghĩa Việt Nam?,HUM.ind,TEST
Ai là nam chính của phim Fifty Shades of Grey?,HUM.ind,TEST
Ai được mệnh danh là ông hoàng nhạc Việt?,HUM.ind,TEST
Ai là người khai sinh ra nước Việt Nam Dân chủ Cộng hoà?,HUM.ind,TEST
Đại tướng có công lớn nhất trong Chiến dịch Điện Biên Phủ là ai?,HUM.ind,TEST
Magma thường có ở đâu?,LOC,TEST
Phố đi bộ Bùi Viện nằm ở đâu?,LOC,TEST
Đâu là thành phố lớn nhất của nước Úc?,LOC.city,TEST
Thành phố lớn nhất của miền Trung nước ta là gì?,LOC.city,TEST
Thủ đô nước ta là thành phố nào?,LOC.city,TEST
Đâu là thành phố ngàn hoa?,LOC.city,TEST
Nước nào đông dân nhất thế giới?,LOC.country,TEST
Nước nào rộng lớn nhất thế giới?,LOC.country,TEST
Trà sữa có nguồn gốc từ nước nào?,LOC.country,TEST
Việt Nam có bao nhiêu thành phố trực thuộc trung ương?,NUM,TEST
Ngày thành lập Đoàn là ngày mấy?,NUM.date,TEST
Giáng Sinh vào ngày nào?,NUM.date,TEST
Hoa Tulip có độc hay không?,SELECT,TEST
Nước biển có mặn không?,SELECT,TEST
Sao Mộc là hành tinh lớn nhất trong hệ Mặt Trời phải không?,SELECT,TEST
Trà sữa có hại hay không?,SELECT,TEST
Hành tinh gần Trái Đất hơn là sao Hoả hay sao Thuỷ?,SELECT,TEST
"Viết tắt của từ ""trung ương"" là gì?",ABBR.abb,TEST
Hiệp hội các cơ quan quản lý bảo hiểm quốc gia có tên viết tắt là gì?,ABBR.abb,TEST
Trong tiếng Anh,ABBR.exp,TEST
Từ HTML là viết tắt của cụm từ gì?,ABBR.exp,TEST
Bệnh Pakinson là gì?,DESC.def,TEST
Mùa đông ở Hà Nội lạnh như thế nào?,DESC.desc,TEST
Làm thế nào người ta chế biến được món đuông dừa?,DESC.desc,TEST
Giải đấu đã diễn ra căng thẳng ra sao?,DESC.desc,TEST
Thế nào là một nhà thông thái?,DESC.desc,TEST
Tại sao nước biển có màu xanh?,DESC.reason,TEST
Vì sao không nên tắm lúc đêm khuya?,DESC.reason,TEST
William Shakespear là ai?,HUM.desc,TEST
Nhà văn Nguyễn Ngọc Tư là ai?,HUM.desc,TEST
"Bài hát ""Day by day"" là của nhóm nhạc nữ Hàn Quốc nào?",HUM.group,TEST
Bạn có biết gì về tập đoàn Samsung không?,HUM.group,TEST
"Ai là tác giả của tác phẩm ""Cánh đồng bất tận""?",HUM.ind,TEST
Ai là người đã phát minh ra đèn điện?,HUM.ind,TEST
Nghệ sĩ có nhiều fan hâm mộ nhất Việt Nam hiện nay là ai?,HUM.ind,TEST
Tỉnh Đồng Nai có thành phố nào?,LOC.city,TEST
Cậu có biết Thủ phủ rượu vang là biệt danh của thành phố nào không?,LOC.city,TEST
Đảo quốc sư tử là biệt danh của đảo quốc nào trên thế giới?,LOC.country,TEST
Chiến tranh Nga-Nhật xảy ra vào thời gian nào?,NUM.date,TEST
Có hay không việc Atlantis thực sự tồn tại?,SELECT,TEST
Sau 20 năm nữa Việt Nam có thể được xếp vào hàng ngũ các quốc gia phát triển hay không?,SELECT,TEST
Việc phát hiện ra UFO ở khu vực 51 là có hay không?,SELECT,TEST
Việc chạy đua vũ trang của một quốc gia là nên hay không nên?,SELECT,TEST
Loài chim nào được in trên quốc huy của Hợp chúng quốc Hoa Kỳ?,ENTY,TEST
Con gì thường được gắn với truyền thuyết về ma cà rồng?,ENTY,TEST
Vì để chạy trốn thần Apollo,ENTY,TEST
Tôn giáo nào được xem là quốc giáo của nước ta thời nhà Lý?,ENTY,TEST
Viết tắt của học hàm giáo sư là gì?,ABBR.abb,TEST
Kí hiệu của thuỷ ngân là gì?,ABBR.abb,TEST
TP là viết tắt của gì?,ABBR.exp,TEST
Lịch sử là gì?,DESC.def,TEST
Thế nào là chất hoạt hoá enzym?,DESC.def,TEST
Thế nào là liên kết hoá học?,DESC.def,TEST
Nguồn gốc của con người từ đâu?,DESC.desc,TEST
Mực viết được làm từ gì?,DESC.desc,TEST
Tác hại của tia UV là gì?,DESC.desc,TEST
Bộ phận nào cho không khí đi vào cơ thể?,ENTY,TEST
Ngôn ngữ nào có số người nói nhiều nhất?,ENTY,TEST
Lê Duẩn là ai?,HUM.desc,TEST
Duy Tân hội có mục tiêu gì?,HUM.group,TEST
Tập đoàn Google là tập đoàn gì?,HUM.group,TEST
Liên minh châu Âu có mục tiêu gì?,HUM.group,TEST
Nhà hoạt động cách mạng nào có bí danh anh Tô?,HUM.ind,TEST
Sông nào có diện tích lớn nhất thế giới?,LOC,TEST
Việt Nam thuộc châu nào?,LOC,TEST
Thủ đô của Pháp là thành phố nào?,LOC.city,TEST
Thành phố nào đặt theo tên của Chủ tịch nước đầu tiên của Việt Nam Dân chủ Cộng hoà?,LOC.city,TEST
Đường biên giới phía Bắc Việt Nam giáp với nước nào?,LOC.country,TEST
Thomas Edison là người nước nào?,LOC.country,TEST
Thế chiến thứ nhất kéo dài trong bao lâu?,NUM,TEST
Sắt có mấy hoá trị?,NUM,TEST
Khoảng cách từ Hà Nội đến Hồ Chí Minh là bao xa?,NUM,TEST
Bác Hồ ra đi tìm đường cứu nước vào ngày nào?,NUM.date,TEST
